,Station_id,boro_code,density
359,3091,3,0.000254307789243
360,3092,3,0.000244073501108
361,3093,3,0.00031754835059
362,3094,3,0.000323542136868
363,3095,3,0.00040586495657
364,3096,3,0.000301891112964
365,3098,3,0.000191128388982
366,3099,3,0.000191128388982
367,3100,3,0.000538217543372
368,3101,3,0.000212228963125
369,3102,3,0.000193146704769
370,3103,3,0.000202443189609
371,3105,3,0.000301218341035
372,3106,3,0.000479502902277
373,3107,3,0.000205807049255
374,3108,3,0.000356202155977
375,3109,3,0.000403051546684
376,3110,3,0.000403051546684
377,3111,3,0.000364917610515
378,3112,3,0.000398158659926
379,3113,3,0.000458952777894
380,3114,3,0.00046574165827
381,3115,3,0.000483743404134
382,3116,3,0.000533324656614
383,3117,3,0.000533324656614
384,3118,3,0.000328190379288
385,3119,4,0.000585923189262
386,3120,4,0.000605372414125
387,3121,4,0.000358770921525
388,3122,4,0.000595647801693
389,3123,4,0.000128927566071
390,3124,4,0.000595647801693
391,3125,4,0.000585923189262
392,3126,4,0.000131618653788
393,3127,4,0.000368495533956
394,3128,4,0.000131618653788
395,3129,4,0.000217121849883
396,3131,1,0.000779069894031
397,3132,1,0.000113331489531
398,3134,1,0.000585066934079
399,3135,1,0.00136682791583
400,3137,1,0.000258099776481
401,3139,1,0.000640050749021
402,3140,1,0.00133110984249
403,3141,1,0.000752892949876
404,3142,1,0.000736624101406
405,3143,1,0.000274429786035
406,3144,1,0.000955703105992
407,3145,1,0.000528839510419
408,3146,1,0.00123894008819
409,3147,1,0.000436506659892
410,3148,1,0.00112921710265
411,3150,1,0.000594975029764
412,3151,1,0.00187691136034
413,3152,1,0.000938414906114
414,3153,1,0.00156254338614
415,3154,1,0.00102983034037
416,3155,1,0.000389473785931
417,3156,1,0.00124988792231
418,3157,1,0.000709896707491
419,3158,1,0.000714606110995
420,3159,1,0.0011400426146
421,3160,1,0.000395222927872
422,3161,1,0.00078738780152
423,3162,1,0.000806592382044
424,3163,1,0.00057155033441
425,3164,1,0.00131508563836
426,3165,1,0.000659071846293
427,3166,1,0.000993684139451
428,3167,1,0.0010224604297
429,3168,1,0.000497423100028
430,3169,1,0.000951238346826
431,3170,1,0.000991788145832
432,3171,1,0.000919342841272
433,3172,1,0.00105123671994
434,3173,1,0.00114371227967
435,3175,1,0.0011939866911
436,3176,1,0.00101600793528
437,3177,1,0.00109955397668
438,3178,1,0.000806592382044
439,3179,3,0.000197550302851
